point_id,gene,Z,X,Y,fov
236,ACTB,1.8808746552210402,444.19598132175014,151.2133883657607,F5_B_rightFOV_75J04
237,RAB27A,1.8826703485926972,451.3037177930664,149.09001023188986,F5_B_rightFOV_75J04
238,UNC13A,1.9521705870156114,453.08110541597625,144.7789663758961,F5_B_rightFOV_75J04
239,Ntf3,1.9724908828035659,453.86102285233403,131.18544985991946,F5_B_rightFOV_75J04
240,Ctss,1.9306583900910976,456.7743364274697,127.75262642385289,F5_B_rightFOV_75J04
241,SNAP25,1.769070820390366,457.3606625366325,185.1319055205222,F5_B_rightFOV_75J04
242,PTGDS,1.9501544765550742,457.6877624366893,145.81782913515013,F5_B_rightFOV_75J04
243,Lgals3bp,1.7943770436231314,464.3612987980343,187.63177107888194,F5_B_rightFOV_75J04
244,PSEN2,1.9283632736098746,473.97830840710407,159.30638995860915,F5_B_rightFOV_75J04
245,Itgb5,1.8695473946953718,476.9018855059425,179.69828517784234,F5_B_rightFOV_75J04
246,SNAP25,1.8761389961389943,487.13522844272865,172.05109744102108,F5_B_rightFOV_75J04
247,Vsir,1.738130183317257,487.28949353083306,185.58533435210626,F5_B_rightFOV_75J04
248,Neurod6,1.9319857212850857,408.13106299433053,132.15713050043294,F5_B_rightFOV_75J04
249,PTGDS,2.045992114289817,409.542295777368,147.16258214685772,F5_B_rightFOV_75J04
250,Lgals3bp,1.72574889410088,414.9915318452293,140.80729469845105,F5_B_rightFOV_75J04
251,UNC13A,1.7571300453268572,418.68964368316784,157.06120693592453,F5_B_rightFOV_75J04
252,Laptm5,1.937207828861726,438.74868455308905,147.90608309072857,F5_B_rightFOV_75J04
253,Itgb5,1.9155412565877945,453.07147747199764,184.78276437226046,F5_B_rightFOV_75J04
254,ACTB,1.9340968803407887,469.07005138090756,150.61553370741498,F5_B_rightFOV_75J04
255,SNAP25,1.9104017900010515,483.2887815220192,181.58165105022584,F5_B_rightFOV_75J04
256,ACTB,1.9619144068792802,498.9884166870118,183.89535377070948,F5_B_rightFOV_75J04
257,UNC13A,1.9790784243622404,434.79702844884827,162.57725442903873,F5_B_rightFOV_75J04
258,Lgals3bp,1.9634269897261716,440.61483849034215,172.27398484119763,F5_B_rightFOV_75J04
259,Npc2,2.0469040289358174,443.84179347029385,160.16275689344027,F5_B_rightFOV_75J04
260,STXBP5,1.973440407521166,450.12545143456447,180.38086353229315,F5_B_rightFOV_75J04
261,C1qa,1.8956592622783772,454.12973115329754,144.71074368252707,F5_B_rightFOV_75J04
262,SNAP25,2.0909405395937486,457.2279848434258,185.17347006161188,F5_B_rightFOV_75J04
263,Vsir,1.9753853592582515,465.1284960803717,161.86457458165037,F5_B_rightFOV_75J04
264,Irg1,1.9784436657210744,466.8240003677937,187.26982979987966,F5_B_rightFOV_75J04
265,Lgals3bp,1.8573668147519318,473.77867740589755,137.5732399976665,F5_B_rightFOV_75J04
266,Lgals3bp,1.9976356957113943,478.8852557064433,128.6201393446219,F5_B_rightFOV_75J04
267,Sox2,1.9451721593031657,485.44915142182884,186.8660688537622,F5_B_rightFOV_75J04
268,Sox2,1.942857142857143,492.1661601053012,158.99788498228918,F5_B_rightFOV_75J04
269,Neurod6,2.1603388407677366,403.7994878140518,154.04808585578252,F5_B_rightFOV_75J04
270,Lgals3bp,2.05448540655064,413.36515633613107,146.6573436712935,F5_B_rightFOV_75J04
271,Gfap,1.8951055926513143,428.89229832436337,183.08089805889955,F5_B_rightFOV_75J04
272,Gfap,1.98714397454672,434.4816778309034,127.11565680096464,F5_B_rightFOV_75J04
273,PVALB,2.082032904381817,456.4617541409558,184.89700401444705,F5_B_rightFOV_75J04
274,Neurod6,1.8312348309009832,457.2951110987463,149.77765792142222,F5_B_rightFOV_75J04
275,Lgals3bp,1.752129597225143,466.2477930519587,176.7055128993505,F5_B_rightFOV_75J04
276,Neurod6,2.0041848311762402,473.8305943234988,175.9657510136702,F5_B_rightFOV_75J04
277,Irg1,1.9641451203621145,476.2002899452926,173.29460634931897,F5_B_rightFOV_75J04
278,UNC13A,1.9538272800217487,485.97456383284106,181.63363017641586,F5_B_rightFOV_75J04
279,Neurod6,2.0788527880788004,495.27250375939826,140.97795026174234,F5_B_rightFOV_75J04
280,Lgals3bp,2.041192639970617,495.9653219693226,135.70289180731328,F5_B_rightFOV_75J04
281,Cyba,2.1099366843261373,497.8154418252634,165.9667091249912,F5_B_rightFOV_75J04
282,Itgb5,2.085087159863943,402.1733274872449,175.03676966336843,F5_B_rightFOV_75J04
283,UNC13A,2.0996470172123662,411.4483456810052,150.33623015212768,F5_B_rightFOV_75J04
